community_area,month,primary_type,type_count
22,2025-01-01,DECEPTIVE PRACTICE,26
22,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
22,2025-01-01,MOTOR VEHICLE THEFT,27
22,2025-01-01,NARCOTICS,1
22,2025-01-01,OFFENSE INVOLVING CHILDREN,1
22,2025-01-01,OTHER OFFENSE,24
22,2025-01-01,PUBLIC PEACE VIOLATION,2
22,2025-01-01,ROBBERY,14
22,2025-01-01,SEX OFFENSE,4
22,2025-01-01,STALKING,1
22,2025-01-01,THEFT,128
22,2025-01-01,WEAPONS VIOLATION,3
22,2025-02-01,ARSON,1
22,2025-02-01,ASSAULT,16
22,2025-02-01,BATTERY,36
22,2025-02-01,BURGLARY,9
22,2025-02-01,CRIMINAL DAMAGE,24
22,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
22,2025-02-01,CRIMINAL TRESPASS,6
22,2025-02-01,DECEPTIVE PRACTICE,17
22,2025-02-01,MOTOR VEHICLE THEFT,23
22,2025-02-01,NARCOTICS,1
22,2025-02-01,OFFENSE INVOLVING CHILDREN,1
22,2025-02-01,OTHER OFFENSE,23
22,2025-02-01,PUBLIC PEACE VIOLATION,1
22,2025-02-01,ROBBERY,8
22,2025-02-01,SEX OFFENSE,3
22,2025-02-01,THEFT,126
22,2025-02-01,WEAPONS VIOLATION,2
23,2025-01-01,ASSAULT,27
23,2025-01-01,BATTERY,77
23,2025-01-01,BURGLARY,5
23,2025-01-01,CRIMINAL DAMAGE,51
23,2025-01-01,CRIMINAL SEXUAL ASSAULT,4
23,2025-01-01,CRIMINAL TRESPASS,11
23,2025-01-01,DECEPTIVE PRACTICE,16
23,2025-01-01,HOMICIDE,1
23,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,3
23,2025-01-01,MOTOR VEHICLE THEFT,29
23,2025-01-01,NARCOTICS,151
23,2025-01-01,OFFENSE INVOLVING CHILDREN,3
23,2025-01-01,OTHER OFFENSE,50
23,2025-01-01,PROSTITUTION,2
23,2025-01-01,PUBLIC PEACE VIOLATION,1
23,2025-01-01,ROBBERY,26
23,2025-01-01,SEX OFFENSE,3
23,2025-01-01,STALKING,2
23,2025-01-01,THEFT,70
23,2025-01-01,WEAPONS VIOLATION,11
23,2025-02-01,ASSAULT,32
23,2025-02-01,BATTERY,72
23,2025-02-01,BURGLARY,13
23,2025-02-01,CRIMINAL DAMAGE,29
23,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
23,2025-02-01,CRIMINAL TRESPASS,14
23,2025-02-01,DECEPTIVE PRACTICE,21
23,2025-02-01,HOMICIDE,2
23,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,4
23,2025-02-01,KIDNAPPING,1
23,2025-02-01,MOTOR VEHICLE THEFT,13
23,2025-02-01,NARCOTICS,160
23,2025-02-01,OFFENSE INVOLVING CHILDREN,5
23,2025-02-01,OTHER OFFENSE,34
23,2025-02-01,PUBLIC PEACE VIOLATION,3
23,2025-02-01,ROBBERY,15
23,2025-02-01,SEX OFFENSE,1
23,2025-02-01,THEFT,62
23,2025-02-01,WEAPONS VIOLATION,7
24,2025-01-01,ASSAULT,18
24,2025-01-01,BATTERY,33
24,2025-01-01,BURGLARY,24
24,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,1
24,2025-01-01,CRIMINAL DAMAGE,49
24,2025-01-01,CRIMINAL SEXUAL ASSAULT,2
24,2025-01-01,CRIMINAL TRESPASS,12
24,2025-01-01,DECEPTIVE PRACTICE,37
24,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
24,2025-01-01,KIDNAPPING,1
24,2025-01-01,LIQUOR LAW VIOLATION,2
24,2025-01-01,MOTOR VEHICLE THEFT,47
24,2025-01-01,NARCOTICS,6
24,2025-01-01,OFFENSE INVOLVING CHILDREN,2
24,2025-01-01,OTHER OFFENSE,20
24,2025-01-01,PUBLIC PEACE VIOLATION,3
24,2025-01-01,ROBBERY,42
24,2025-01-01,SEX OFFENSE,3
24,2025-01-01,STALKING,1
24,2025-01-01,THEFT,201
24,2025-01-01,WEAPONS VIOLATION,1
24,2025-02-01,ASSAULT,24
24,2025-02-01,BATTERY,60
24,2025-02-01,BURGLARY,20
24,2025-02-01,CRIMINAL DAMAGE,25
24,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
24,2025-02-01,CRIMINAL TRESPASS,8
24,2025-02-01,DECEPTIVE PRACTICE,31
24,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,2
24,2025-02-01,KIDNAPPING,1
24,2025-02-01,LIQUOR LAW VIOLATION,1
24,2025-02-01,MOTOR VEHICLE THEFT,39
24,2025-02-01,NARCOTICS,5
24,2025-02-01,OFFENSE INVOLVING CHILDREN,4
24,2025-02-01,OTHER OFFENSE,28
24,2025-02-01,PUBLIC PEACE VIOLATION,1
24,2025-02-01,ROBBERY,17
24,2025-02-01,SEX OFFENSE,5
24,2025-02-01,THEFT,164
24,2025-02-01,WEAPONS VIOLATION,2
25,2025-01-01,ARSON,4
25,2025-01-01,ASSAULT,83
25,2025-01-01,BATTERY,184
25,2025-01-01,BURGLARY,22
25,2025-01-01,CRIMINAL DAMAGE,83
25,2025-01-01,CRIMINAL SEXUAL ASSAULT,6
25,2025-01-01,CRIMINAL TRESPASS,14
25,2025-01-01,DECEPTIVE PRACTICE,34
25,2025-01-01,HOMICIDE,4
25,2025-01-01,HUMAN TRAFFICKING,1
25,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
25,2025-01-01,LIQUOR LAW VIOLATION,1
25,2025-01-01,MOTOR VEHICLE THEFT,83
25,2025-01-01,NARCOTICS,133
25,2025-01-01,OFFENSE INVOLVING CHILDREN,4
25,2025-01-01,OTHER OFFENSE,86
25,2025-01-01,PROSTITUTION,2
25,2025-01-01,PUBLIC PEACE VIOLATION,3
25,2025-01-01,ROBBERY,29
25,2025-01-01,SEX OFFENSE,7
25,2025-01-01,THEFT,199
25,2025-01-01,WEAPONS VIOLATION,23
25,2025-02-01,ARSON,4
25,2025-02-01,ASSAULT,87
25,2025-02-01,BATTERY,180
25,2025-02-01,BURGLARY,16
25,2025-02-01,CONCEALED CARRY LICENSE VIOLATION,1
25,2025-02-01,CRIMINAL DAMAGE,82
25,2025-02-01,CRIMINAL SEXUAL ASSAULT,8
25,2025-02-01,CRIMINAL TRESPASS,12
25,2025-02-01,DECEPTIVE PRACTICE,53
25,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
25,2025-02-01,LIQUOR LAW VIOLATION,1
25,2025-02-01,MOTOR VEHICLE THEFT,63
25,2025-02-01,NARCOTICS,111
25,2025-02-01,OBSCENITY,1
25,2025-02-01,OFFENSE INVOLVING CHILDREN,4
25,2025-02-01,OTHER OFFENSE,76
25,2025-02-01,PROSTITUTION,6
25,2025-02-01,PUBLIC PEACE VIOLATION,1
25,2025-02-01,ROBBERY,33
25,2025-02-01,SEX OFFENSE,4
25,2025-02-01,STALKING,1
25,2025-02-01,THEFT,184
25,2025-02-01,WEAPONS VIOLATION,21
26,2025-01-01,ASSAULT,22
26,2025-01-01,BATTERY,56
26,2025-01-01,BURGLARY,4
26,2025-01-01,CRIMINAL DAMAGE,29
26,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
26,2025-01-01,CRIMINAL TRESPASS,3
26,2025-01-01,DECEPTIVE PRACTICE,9
26,2025-01-01,HOMICIDE,1
26,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
26,2025-01-01,MOTOR VEHICLE THEFT,23
26,2025-01-01,NARCOTICS,45
26,2025-01-01,OFFENSE INVOLVING CHILDREN,4
26,2025-01-01,OTHER OFFENSE,19
26,2025-01-01,PROSTITUTION,2
26,2025-01-01,PUBLIC PEACE VIOLATION,2
26,2025-01-01,ROBBERY,14
26,2025-01-01,THEFT,23
26,2025-01-01,WEAPONS VIOLATION,11
26,2025-02-01,ASSAULT,25
26,2025-02-01,BATTERY,43
26,2025-02-01,BURGLARY,3
26,2025-02-01,CRIMINAL DAMAGE,14
26,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
26,2025-02-01,CRIMINAL TRESPASS,3
26,2025-02-01,DECEPTIVE PRACTICE,8
26,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
26,2025-02-01,MOTOR VEHICLE THEFT,6
26,2025-02-01,NARCOTICS,53
26,2025-02-01,OFFENSE INVOLVING CHILDREN,4
26,2025-02-01,OTHER OFFENSE,10
26,2025-02-01,PROSTITUTION,1
26,2025-02-01,PUBLIC PEACE VIOLATION,1
26,2025-02-01,ROBBERY,11
26,2025-02-01,THEFT,23
26,2025-02-01,WEAPONS VIOLATION,6
27,2025-01-01,ASSAULT,24
27,2025-01-01,BATTERY,53
27,2025-01-01,BURGLARY,6
27,2025-01-01,CRIMINAL DAMAGE,38
27,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
27,2025-01-01,CRIMINAL TRESPASS,7
27,2025-01-01,DECEPTIVE PRACTICE,16
27,2025-01-01,HUMAN TRAFFICKING,1
27,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
27,2025-01-01,MOTOR VEHICLE THEFT,24
27,2025-01-01,NARCOTICS,56
27,2025-01-01,OFFENSE INVOLVING CHILDREN,3
27,2025-01-01,OTHER OFFENSE,16
27,2025-01-01,ROBBERY,12
27,2025-01-01,SEX OFFENSE,4
27,2025-01-01,THEFT,36
27,2025-01-01,WEAPONS VIOLATION,7
27,2025-02-01,ASSAULT,27
27,2025-02-01,BATTERY,49
27,2025-02-01,BURGLARY,3
27,2025-02-01,CRIMINAL DAMAGE,22
27,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
27,2025-02-01,CRIMINAL TRESPASS,7
27,2025-02-01,DECEPTIVE PRACTICE,17
27,2025-02-01,HOMICIDE,1
27,2025-02-01,MOTOR VEHICLE THEFT,21
27,2025-02-01,NARCOTICS,51
27,2025-02-01,OFFENSE INVOLVING CHILDREN,2
27,2025-02-01,OTHER OFFENSE,20
27,2025-02-01,PUBLIC PEACE VIOLATION,3
27,2025-02-01,ROBBERY,11
27,2025-02-01,SEX OFFENSE,3
27,2025-02-01,STALKING,2
27,2025-02-01,THEFT,27
27,2025-02-01,WEAPONS VIOLATION,5
28,2025-01-01,ASSAULT,56
28,2025-01-01,BATTERY,100
28,2025-01-01,BURGLARY,36
28,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,3
28,2025-01-01,CRIMINAL DAMAGE,66
28,2025-01-01,CRIMINAL SEXUAL ASSAULT,6
28,2025-01-01,CRIMINAL TRESPASS,23
28,2025-01-01,DECEPTIVE PRACTICE,51
28,2025-01-01,HOMICIDE,2
28,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,5
28,2025-01-01,KIDNAPPING,1
28,2025-01-01,MOTOR VEHICLE THEFT,53
28,2025-01-01,NARCOTICS,17
28,2025-01-01,OFFENSE INVOLVING CHILDREN,3
28,2025-01-01,OTHER OFFENSE,44
28,2025-01-01,PUBLIC PEACE VIOLATION,6
28,2025-01-01,ROBBERY,24
28,2025-01-01,SEX OFFENSE,2
28,2025-01-01,STALKING,2
28,2025-01-01,THEFT,206
28,2025-01-01,WEAPONS VIOLATION,7
28,2025-02-01,ASSAULT,60
28,2025-02-01,BATTERY,77
28,2025-02-01,BURGLARY,20
28,2025-02-01,CRIMINAL DAMAGE,51
28,2025-02-01,CRIMINAL SEXUAL ASSAULT,5
28,2025-02-01,CRIMINAL TRESPASS,15
28,2025-02-01,DECEPTIVE PRACTICE,63
28,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,2
28,2025-02-01,LIQUOR LAW VIOLATION,1
28,2025-02-01,MOTOR VEHICLE THEFT,64
28,2025-02-01,NARCOTICS,14
28,2025-02-01,OFFENSE INVOLVING CHILDREN,2
28,2025-02-01,OTHER OFFENSE,30
28,2025-02-01,PUBLIC PEACE VIOLATION,8
28,2025-02-01,ROBBERY,18
28,2025-02-01,SEX OFFENSE,1
28,2025-02-01,STALKING,1
28,2025-02-01,THEFT,190
28,2025-02-01,WEAPONS VIOLATION,6
29,2025-01-01,ARSON,1
29,2025-01-01,ASSAULT,34
29,2025-01-01,BATTERY,88
29,2025-01-01,BURGLARY,5
29,2025-01-01,CRIMINAL DAMAGE,49
29,2025-01-01,CRIMINAL SEXUAL ASSAULT,5
29,2025-01-01,CRIMINAL TRESPASS,3
29,2025-01-01,DECEPTIVE PRACTICE,22
29,2025-01-01,HOMICIDE,4
29,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
29,2025-01-01,MOTOR VEHICLE THEFT,27
29,2025-01-01,NARCOTICS,90
29,2025-01-01,OFFENSE INVOLVING CHILDREN,3
29,2025-01-01,OTHER OFFENSE,63
29,2025-01-01,PUBLIC PEACE VIOLATION,1
29,2025-01-01,ROBBERY,19
29,2025-01-01,SEX OFFENSE,3
29,2025-01-01,STALKING,1
29,2025-01-01,THEFT,58
29,2025-01-01,WEAPONS VIOLATION,19
29,2025-02-01,ASSAULT,53
29,2025-02-01,BATTERY,80
29,2025-02-01,BURGLARY,10
29,2025-02-01,CONCEALED CARRY LICENSE VIOLATION,3
29,2025-02-01,CRIMINAL DAMAGE,40
29,2025-02-01,CRIMINAL SEXUAL ASSAULT,3
29,2025-02-01,CRIMINAL TRESPASS,9
29,2025-02-01,DECEPTIVE PRACTICE,25
29,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,2
29,2025-02-01,MOTOR VEHICLE THEFT,20
29,2025-02-01,NARCOTICS,102
29,2025-02-01,OFFENSE INVOLVING CHILDREN,4
29,2025-02-01,OTHER OFFENSE,61
29,2025-02-01,PUBLIC PEACE VIOLATION,4
29,2025-02-01,ROBBERY,19
29,2025-02-01,SEX OFFENSE,2
29,2025-02-01,THEFT,47
29,2025-02-01,WEAPONS VIOLATION,17
30,2025-01-01,ASSAULT,20
30,2025-01-01,BATTERY,55
30,2025-01-01,BURGLARY,8
30,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,1
30,2025-01-01,CRIMINAL DAMAGE,18
30,2025-01-01,CRIMINAL SEXUAL ASSAULT,4
30,2025-01-01,CRIMINAL TRESPASS,4
30,2025-01-01,DECEPTIVE PRACTICE,15
30,2025-01-01,HOMICIDE,1
30,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,4
30,2025-01-01,MOTOR VEHICLE THEFT,12
30,2025-01-01,NARCOTICS,4
30,2025-01-01,OFFENSE INVOLVING CHILDREN,3
30,2025-01-01,OTHER OFFENSE,39
30,2025-01-01,PUBLIC PEACE VIOLATION,4
30,2025-01-01,ROBBERY,9
30,2025-01-01,SEX OFFENSE,3
30,2025-01-01,THEFT,39
30,2025-01-01,WEAPONS VIOLATION,11
30,2025-02-01,ASSAULT,22
30,2025-02-01,BATTERY,55
30,2025-02-01,BURGLARY,7
30,2025-02-01,CRIMINAL DAMAGE,31
30,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
30,2025-02-01,CRIMINAL TRESPASS,6
30,2025-02-01,DECEPTIVE PRACTICE,14
30,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
30,2025-02-01,LIQUOR LAW VIOLATION,2
30,2025-02-01,MOTOR VEHICLE THEFT,14
30,2025-02-01,NARCOTICS,12
30,2025-02-01,OFFENSE INVOLVING CHILDREN,2
30,2025-02-01,OTHER OFFENSE,32
30,2025-02-01,ROBBERY,4
30,2025-02-01,SEX OFFENSE,1
30,2025-02-01,STALKING,1
30,2025-02-01,THEFT,35
30,2025-02-01,WEAPONS VIOLATION,8
31,2025-01-01,ASSAULT,28
31,2025-01-01,BATTERY,37
31,2025-01-01,BURGLARY,15
31,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,1
31,2025-01-01,CRIMINAL DAMAGE,16
31,2025-01-01,CRIMINAL TRESPASS,5
31,2025-01-01,DECEPTIVE PRACTICE,20
31,2025-01-01,MOTOR VEHICLE THEFT,11
31,2025-01-01,OTHER OFFENSE,9
31,2025-01-01,PUBLIC PEACE VIOLATION,1
31,2025-01-01,ROBBERY,2
31,2025-01-01,SEX OFFENSE,2
31,2025-01-01,THEFT,48
31,2025-01-01,WEAPONS VIOLATION,5
31,2025-02-01,ARSON,1
31,2025-02-01,ASSAULT,13
31,2025-02-01,BATTERY,39
31,2025-02-01,BURGLARY,5
31,2025-02-01,CRIMINAL DAMAGE,15
31,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
31,2025-02-01,CRIMINAL TRESPASS,5
31,2025-02-01,DECEPTIVE PRACTICE,12
31,2025-02-01,MOTOR VEHICLE THEFT,11
31,2025-02-01,NARCOTICS,1
31,2025-02-01,OFFENSE INVOLVING CHILDREN,3
31,2025-02-01,OTHER OFFENSE,8
31,2025-02-01,PUBLIC PEACE VIOLATION,1
31,2025-02-01,ROBBERY,5
31,2025-02-01,THEFT,49
31,2025-02-01,WEAPONS VIOLATION,3
32,2025-01-01,ARSON,1
32,2025-01-01,ASSAULT,29
32,2025-01-01,BATTERY,83
32,2025-01-01,BURGLARY,17
32,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,2
32,2025-01-01,CRIMINAL DAMAGE,36
32,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
32,2025-01-01,CRIMINAL TRESPASS,36
32,2025-01-01,DECEPTIVE PRACTICE,61
32,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,8
32,2025-01-01,KIDNAPPING,1
32,2025-01-01,LIQUOR LAW VIOLATION,1
32,2025-01-01,MOTOR VEHICLE THEFT,23
32,2025-01-01,NARCOTICS,34
32,2025-01-01,NON-CRIMINAL,1
32,2025-01-01,OTHER OFFENSE,28
32,2025-01-01,PUBLIC INDECENCY,1
32,2025-01-01,PUBLIC PEACE VIOLATION,7
32,2025-01-01,ROBBERY,16
32,2025-01-01,SEX OFFENSE,3
32,2025-01-01,STALKING,1
32,2025-01-01,THEFT,207
32,2025-01-01,WEAPONS VIOLATION,10
32,2025-02-01,ARSON,1
32,2025-02-01,ASSAULT,41
32,2025-02-01,BATTERY,64
32,2025-02-01,BURGLARY,14
32,2025-02-01,CRIMINAL DAMAGE,29
32,2025-02-01,CRIMINAL SEXUAL ASSAULT,3
32,2025-02-01,CRIMINAL TRESPASS,29
32,2025-02-01,DECEPTIVE PRACTICE,48
32,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,7
32,2025-02-01,INTIMIDATION,1
32,2025-02-01,LIQUOR LAW VIOLATION,2
32,2025-02-01,MOTOR VEHICLE THEFT,22
32,2025-02-01,NARCOTICS,28
32,2025-02-01,OFFENSE INVOLVING CHILDREN,2
32,2025-02-01,OTHER OFFENSE,25
32,2025-02-01,PUBLIC PEACE VIOLATION,9
32,2025-02-01,ROBBERY,17
32,2025-02-01,SEX OFFENSE,4
32,2025-02-01,STALKING,2
32,2025-02-01,THEFT,244
32,2025-02-01,WEAPONS VIOLATION,14
33,2025-01-01,ASSAULT,22
33,2025-01-01,BATTERY,33
33,2025-01-01,BURGLARY,9
33,2025-01-01,CRIMINAL DAMAGE,10
33,2025-01-01,CRIMINAL SEXUAL ASSAULT,3
33,2025-01-01,CRIMINAL TRESPASS,7
33,2025-01-01,DECEPTIVE PRACTICE,16
33,2025-01-01,HOMICIDE,1
33,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
33,2025-01-01,MOTOR VEHICLE THEFT,14
33,2025-01-01,NARCOTICS,9
33,2025-01-01,OBSCENITY,1
33,2025-01-01,OFFENSE INVOLVING CHILDREN,2
33,2025-01-01,OTHER OFFENSE,14
33,2025-01-01,PUBLIC PEACE VIOLATION,1
33,2025-01-01,ROBBERY,2
33,2025-01-01,SEX OFFENSE,2
33,2025-01-01,THEFT,47
33,2025-01-01,WEAPONS VIOLATION,3
33,2025-02-01,ASSAULT,17
33,2025-02-01,BATTERY,23
33,2025-02-01,BURGLARY,7
33,2025-02-01,CONCEALED CARRY LICENSE VIOLATION,1
33,2025-02-01,CRIMINAL DAMAGE,13
33,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
33,2025-02-01,CRIMINAL TRESPASS,10
33,2025-02-01,DECEPTIVE PRACTICE,12
33,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,3
33,2025-02-01,MOTOR VEHICLE THEFT,16
33,2025-02-01,NARCOTICS,2
33,2025-02-01,OTHER OFFENSE,14
33,2025-02-01,PUBLIC PEACE VIOLATION,6
33,2025-02-01,ROBBERY,5
33,2025-02-01,SEX OFFENSE,1
33,2025-02-01,STALKING,1
33,2025-02-01,THEFT,30
33,2025-02-01,WEAPONS VIOLATION,5
34,2025-01-01,ASSAULT,8
34,2025-01-01,BATTERY,8
34,2025-01-01,BURGLARY,3
34,2025-01-01,CRIMINAL DAMAGE,4
34,2025-01-01,CRIMINAL TRESPASS,1
34,2025-01-01,DECEPTIVE PRACTICE,5
34,2025-01-01,MOTOR VEHICLE THEFT,8
34,2025-01-01,OTHER OFFENSE,3
34,2025-01-01,PUBLIC PEACE VIOLATION,1
34,2025-01-01,ROBBERY,5
34,2025-01-01,THEFT,29
34,2025-02-01,ASSAULT,10
34,2025-02-01,BATTERY,10
34,2025-02-01,BURGLARY,5
34,2025-02-01,CRIMINAL DAMAGE,7
34,2025-02-01,CRIMINAL TRESPASS,1
34,2025-02-01,DECEPTIVE PRACTICE,7
34,2025-02-01,LIQUOR LAW VIOLATION,1
34,2025-02-01,MOTOR VEHICLE THEFT,8
34,2025-02-01,NARCOTICS,2
34,2025-02-01,OTHER OFFENSE,5
34,2025-02-01,ROBBERY,3
34,2025-02-01,THEFT,20
34,2025-02-01,WEAPONS VIOLATION,3
35,2025-01-01,ASSAULT,28
35,2025-01-01,BATTERY,44
35,2025-01-01,BURGLARY,2
35,2025-01-01,CRIMINAL DAMAGE,21
35,2025-01-01,CRIMINAL SEXUAL ASSAULT,4
35,2025-01-01,CRIMINAL TRESPASS,7
35,2025-01-01,DECEPTIVE PRACTICE,12
35,2025-01-01,HOMICIDE,1
35,2025-01-01,INTIMIDATION,1
35,2025-01-01,MOTOR VEHICLE THEFT,16
35,2025-01-01,NARCOTICS,4
35,2025-01-01,OBSCENITY,1
35,2025-01-01,OFFENSE INVOLVING CHILDREN,3
35,2025-01-01,OTHER OFFENSE,18
35,2025-01-01,ROBBERY,2
35,2025-01-01,STALKING,1
35,2025-01-01,THEFT,46
35,2025-01-01,WEAPONS VIOLATION,6
35,2025-02-01,ASSAULT,26
35,2025-02-01,BATTERY,35
35,2025-02-01,BURGLARY,3
35,2025-02-01,CRIMINAL DAMAGE,22
35,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
35,2025-02-01,CRIMINAL TRESPASS,10
35,2025-02-01,DECEPTIVE PRACTICE,11
35,2025-02-01,MOTOR VEHICLE THEFT,25
35,2025-02-01,NARCOTICS,2
35,2025-02-01,OBSCENITY,1
35,2025-02-01,OFFENSE INVOLVING CHILDREN,1
35,2025-02-01,OTHER OFFENSE,16
35,2025-02-01,PUBLIC PEACE VIOLATION,3
35,2025-02-01,ROBBERY,3
35,2025-02-01,SEX OFFENSE,1
35,2025-02-01,THEFT,40
35,2025-02-01,WEAPONS VIOLATION,3
36,2025-01-01,ASSAULT,6
36,2025-01-01,BATTERY,7
36,2025-01-01,BURGLARY,1
36,2025-01-01,CRIMINAL DAMAGE,4
36,2025-01-01,CRIMINAL TRESPASS,1
36,2025-01-01,DECEPTIVE PRACTICE,1
36,2025-01-01,MOTOR VEHICLE THEFT,7
36,2025-01-01,NARCOTICS,1
36,2025-01-01,OFFENSE INVOLVING CHILDREN,2
36,2025-01-01,OTHER OFFENSE,1
36,2025-01-01,ROBBERY,2
36,2025-01-01,THEFT,10
36,2025-01-01,WEAPONS VIOLATION,2
36,2025-02-01,ASSAULT,2
36,2025-02-01,BATTERY,8
36,2025-02-01,CRIMINAL DAMAGE,8
36,2025-02-01,DECEPTIVE PRACTICE,3
36,2025-02-01,MOTOR VEHICLE THEFT,9
36,2025-02-01,NARCOTICS,1
36,2025-02-01,OTHER OFFENSE,3
36,2025-02-01,ROBBERY,1
36,2025-02-01,THEFT,13
36,2025-02-01,WEAPONS VIOLATION,2
37,2025-01-01,ASSAULT,6
37,2025-01-01,BATTERY,7
37,2025-01-01,BURGLARY,2
37,2025-01-01,CRIMINAL DAMAGE,6
37,2025-01-01,CRIMINAL TRESPASS,2
37,2025-01-01,DECEPTIVE PRACTICE,1
37,2025-01-01,MOTOR VEHICLE THEFT,4
37,2025-01-01,NARCOTICS,2
37,2025-01-01,OTHER OFFENSE,4
37,2025-01-01,PUBLIC PEACE VIOLATION,1
37,2025-01-01,ROBBERY,6
37,2025-01-01,THEFT,9
37,2025-01-01,WEAPONS VIOLATION,2
37,2025-02-01,ASSAULT,6
37,2025-02-01,BATTERY,6
37,2025-02-01,BURGLARY,1
37,2025-02-01,CRIMINAL DAMAGE,5
37,2025-02-01,DECEPTIVE PRACTICE,2
37,2025-02-01,MOTOR VEHICLE THEFT,4
37,2025-02-01,OTHER OFFENSE,2
37,2025-02-01,ROBBERY,2
37,2025-02-01,THEFT,9
37,2025-02-01,WEAPONS VIOLATION,2
38,2025-01-01,ASSAULT,37
38,2025-01-01,BATTERY,44
38,2025-01-01,BURGLARY,5
38,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,1
38,2025-01-01,CRIMINAL DAMAGE,34
38,2025-01-01,CRIMINAL SEXUAL ASSAULT,2
38,2025-01-01,CRIMINAL TRESPASS,6
38,2025-01-01,DECEPTIVE PRACTICE,14
38,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
38,2025-01-01,INTIMIDATION,1
38,2025-01-01,MOTOR VEHICLE THEFT,34
38,2025-01-01,NARCOTICS,8
38,2025-01-01,OFFENSE INVOLVING CHILDREN,3
38,2025-01-01,OTHER OFFENSE,24
38,2025-01-01,PROSTITUTION,2
38,2025-01-01,PUBLIC PEACE VIOLATION,2
38,2025-01-01,ROBBERY,9
38,2025-01-01,SEX OFFENSE,2
38,2025-01-01,STALKING,3
38,2025-01-01,THEFT,51
38,2025-01-01,WEAPONS VIOLATION,14
38,2025-02-01,ASSAULT,24
38,2025-02-01,BATTERY,47
38,2025-02-01,BURGLARY,7
38,2025-02-01,CRIMINAL DAMAGE,14
38,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
38,2025-02-01,CRIMINAL TRESPASS,5
38,2025-02-01,DECEPTIVE PRACTICE,12
38,2025-02-01,MOTOR VEHICLE THEFT,27
38,2025-02-01,NARCOTICS,4
38,2025-02-01,OFFENSE INVOLVING CHILDREN,3
38,2025-02-01,OTHER OFFENSE,18
38,2025-02-01,PROSTITUTION,2
38,2025-02-01,PUBLIC PEACE VIOLATION,1
38,2025-02-01,ROBBERY,6
38,2025-02-01,STALKING,1
38,2025-02-01,THEFT,36
38,2025-02-01,WEAPONS VIOLATION,7
39,2025-01-01,ARSON,1
39,2025-01-01,ASSAULT,19
39,2025-01-01,BATTERY,20
39,2025-01-01,BURGLARY,2
39,2025-01-01,CRIMINAL DAMAGE,19
39,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
39,2025-01-01,CRIMINAL TRESPASS,3
39,2025-01-01,DECEPTIVE PRACTICE,8
39,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
39,2025-01-01,MOTOR VEHICLE THEFT,10
39,2025-01-01,NARCOTICS,1
39,2025-01-01,OFFENSE INVOLVING CHILDREN,2
39,2025-01-01,OTHER OFFENSE,16
39,2025-01-01,ROBBERY,1
39,2025-01-01,STALKING,1
39,2025-01-01,THEFT,38
39,2025-01-01,WEAPONS VIOLATION,2
39,2025-02-01,ASSAULT,11
39,2025-02-01,BATTERY,18
39,2025-02-01,BURGLARY,6
39,2025-02-01,CRIMINAL DAMAGE,12
